fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,step,stored_timestamp
5080,2.6.2,20,198.41.0.4,4,198.41.0.4,10.0.1.40,ICMP,58.0,32,"[{'rtt': 9.068515}, {'rtt': 8.067233}, {'rtt': 8.89551}]",0,3,3,8.067233,9.068515,8.677086000000001,1009,1000000,1789353235,Ping,45.83.6.19,ping,240,1789353338
5000,2.0.0,69,198.41.0.4,4,198.41.0.4,193.0.10.94,ICMP,60.0,20,"[{'rtt': 4.264481}, {'rtt': 3.829444}, {'rtt': 4.495759}]",0,3,3,3.829444,4.495759,4.196561333333333,1009,1000003,1789353229,Ping,193.0.10.94,ping,240,1789353276
5080,2.6.2,1902220,198.41.0.4,4,198.41.0.4,192.168.2.200,ICMP,54.0,32,"[{'rtt': 56.389899}, {'rtt': 56.331068}, {'rtt': 56.250238}]",0,3,3,56.250238,56.389899,56.323735,1009,1000023,1789353215,Ping,159.146.31.90,ping,240,1789353358
5100,2.6.4,56,198.41.0.4,4,198.41.0.4,85.209.51.37,ICMP,56.0,32,"[{'rtt': 17.294824}, {'rtt': 16.554386}, {'rtt': 17.743276}]",0,3,3,16.554386,17.743276,17.197495333333332,1009,1000030,1789353194,Ping,85.209.51.37,ping,240,1789353317
5080,2.6.3,44,198.41.0.4,4,198.41.0.4,192.168.201.2,ICMP,44.0,32,"[{'rtt': 98.879286}, {'rtt': 98.352578}, {'rtt': 96.425016}]",0,3,3,96.425016,98.879286,97.88562666666667,1009,1000033,1789353236,Ping,185.64.223.156,ping,240,1789353247
5130,2.6.4,10,198.41.0.4,4,198.41.0.4,192.168.0.14,ICMP,59.0,32,"[{'rtt': 58.397505}, {'rtt': 58.386192}, {'rtt': 58.690227}]",0,3,3,58.386192,58.690227,58.491308000000004,1009,1000054,1789353218,Ping,2.60.190.26,ping,240,1789353276
5080,2.6.2,40,198.41.0.4,4,198.41.0.4,89.189.191.217,ICMP,56.0,32,"[{'rtt': 91.723102}, {'rtt': 91.7169}, {'rtt': 91.664353}]",0,3,3,91.664353,91.723102,91.70145166666667,1009,1000055,1789353206,Ping,89.189.191.217,ping,240,1789353272
5080,2.6.3,52,198.41.0.4,4,198.41.0.4,78.44.0.26,ICMP,53.0,32,"[{'rtt': 100.681776}, {'rtt': 97.917928}, {'rtt': 93.483243}]",0,3,3,93.483243,100.681776,97.36098233333333,1009,1000063,1789353222,Ping,78.44.0.26,ping,240,1789353289
5080,2.6.3,6,198.41.0.4,4,198.41.0.4,10.50.84.12,ICMP,53.0,32,"[{'rtt': 18.848836}, {'rtt': 20.336411}, {'rtt': 18.943449}]",0,3,3,18.848836,20.336411,19.376231999999998,1009,1000088,1789353194,Ping,77.236.218.67,ping,240,1789353243
5080,2.6.3,15,198.41.0.4,4,198.41.0.4,192.168.222.30,ICMP,51.0,32,"[{'rtt': 91.170025}, {'rtt': 91.084715}, {'rtt': 91.175651}]",0,3,3,91.084715,91.175651,91.14346366666666,1009,1000093,1789353218,Ping,77.48.128.32,ping,240,1789353255
5000,2.2.0,54,198.41.0.4,4,198.41.0.4,147.78.245.129,ICMP,56.0,32,"[{'rtt': 116.647049}, {'rtt': 117.446548}, {'rtt': 116.784797}]",0,3,3,116.647049,117.446548,116.95946466666665,1009,1000112,1789353211,Ping,147.78.245.129,ping,240,1789353279
5130,2.6.4,31,198.41.0.4,4,198.41.0.4,81.27.197.77,ICMP,55.0,32,"[{'rtt': 86.782482}, {'rtt': 87.350057}, {'rtt': 86.956999}]",0,3,3,86.782482,87.350057,87.029846,1009,1000152,1789353220,Ping,81.27.197.77,ping,240,1789353248
5080,2.6.2,404,198.41.0.4,4,198.41.0.4,133.130.99.208,ICMP,55.0,32,"[{'rtt': 1.622483}, {'rtt': 1.388409}, {'rtt': 1.317843}]",0,3,3,1.317843,1.622483,1.4429116666666666,1009,1000167,1789353194,Ping,133.130.99.208,ping,240,1789353265
5120,2.6.4,53,198.41.0.4,4,198.41.0.4,172.27.0.2,ICMP,41.0,32,"[{'rtt': 199.460638}, {'rtt': 199.581928}, {'rtt': 199.312718}]",0,3,3,199.312718,199.581928,199.45176133333334,1009,1000173,1789353215,Ping,138.94.78.210,ping,240,1789353271
5080,2.6.3,36,198.41.0.4,4,198.41.0.4,192.168.168.64,ICMP,51.0,32,"[{'rtt': 31.072485}, {'rtt': 31.446899}, {'rtt': 28.85901}]",0,3,3,28.85901,31.446899,30.459464666666666,1009,1000198,1789353223,Ping,93.187.107.236,ping,240,1789353250
5020,2.2.0,7,198.41.0.4,4,198.41.0.4,172.22.153.195,ICMP,56.0,32,"[{'rtt': 17.05363}, {'rtt': 17.666438}, {'rtt': 17.589762}]",0,3,3,17.05363,17.666438,17.436609999999998,1009,1000336,1789353203,Ping,213.240.178.141,ping,240,1789353251
5080,2.6.2,27,198.41.0.4,4,198.41.0.4,202.51.9.120,ICMP,55.0,32,"[{'rtt': 109.498834}, {'rtt': 109.374422}, {'rtt': 109.201908}]",0,3,3,109.201908,109.498834,109.35838799999999,1009,1000342,1789353234,Ping,202.51.9.120,ping,240,1789353271
5080,2.6.3,49,198.41.0.4,4,198.41.0.4,192.168.2.27,ICMP,53.0,32,"[{'rtt': 90.169904}, {'rtt': 86.030493}, {'rtt': 88.000673}]",0,3,3,86.030493,90.169904,88.06702333333334,1009,1000376,1789353231,Ping,109.192.37.140,ping,240,1789353303
5080,2.6.3,44,198.41.0.4,4,198.41.0.4,87.192.97.112,ICMP,53.0,32,"[{'rtt': 8.893451}, {'rtt': 8.752836}, {'rtt': 9.552218}]",0,3,3,8.752836,9.552218,9.066168333333334,1009,1000390,1789353228,Ping,87.192.97.112,ping,240,1789353306
5080,2.6.2,61,198.41.0.4,4,198.41.0.4,192.168.1.241,ICMP,51.0,32,"[{'rtt': 31.426198}, {'rtt': 30.507367}, {'rtt': 31.12426}]",0,3,3,30.507367,31.426198,31.019275000000004,1009,1000423,1789353218,Ping,193.126.135.97,ping,240,1789353284
5080,2.6.2,11,198.41.0.4,4,198.41.0.4,85.139.253.154,ICMP,51.0,32,"[{'rtt': 35.702779}, {'rtt': 34.365758}, {'rtt': 34.734858}]",0,3,3,34.365758,35.702779,34.934464999999996,1009,1000438,1789353199,Ping,85.139.253.154,ping,240,1789353238
5010,2.2.0,43,198.41.0.4,4,198.41.0.4,172.20.11.11,ICMP,53.0,32,"[{'rtt': 32.117566}, {'rtt': 31.618478}, {'rtt': 31.535553}]",0,3,3,31.535553,32.117566,31.757198999999996,1009,1000440,1789353225,Ping,109.236.112.38,ping,240,1789353308
5080,2.6.3,1,198.41.0.4,4,198.41.0.4,77.109.187.102,ICMP,47.0,32,"[{'rtt': 21.256608}, {'rtt': 20.733614}, {'rtt': 21.023741}]",0,3,3,20.733614,21.256608,21.004654333333335,1009,1000463,1789353207,Ping,77.109.187.102,ping,240,1789353273
5130,2.6.4,6,198.41.0.4,4,198.41.0.4,172.28.4.233,ICMP,56.0,32,"[{'rtt': 11.181037}, {'rtt': 11.080871}, {'rtt': 10.236518}]",0,3,3,10.236518,11.181037,10.832808666666665,1009,1000495,1789353192,Ping,71.171.92.101,ping,240,1789353303
5080,2.6.2,1,198.41.0.4,4,198.41.0.4,10.100.0.16,ICMP,56.0,32,"[{'rtt': 32.540492}, {'rtt': 32.565445}, {'rtt': 32.505662}]",0,3,3,32.505662,32.565445,32.537199666666666,1009,1000515,1789353196,Ping,161.129.155.179,ping,240,1789353251
5120,2.6.4,23,198.41.0.4,4,198.41.0.4,185.52.244.19,ICMP,55.0,32,"[{'rtt': 14.195317}, {'rtt': 14.156338}, {'rtt': 14.009615}]",0,3,3,14.009615,14.195317,14.120423333333335,1009,1000533,1789353238,Ping,185.52.244.19,ping,240,1789353278
5120,2.6.4,8,198.41.0.4,4,198.41.0.4,10.10.10.79,ICMP,54.0,32,"[{'rtt': 29.426514}, {'rtt': 17.801295}, {'rtt': 19.133555}]",0,3,3,17.801295,29.426514,22.12045466666667,1009,1000552,1789353233,Ping,108.167.37.56,ping,240,1789353294
5130,2.6.4,48,198.41.0.4,4,198.41.0.4,10.0.0.34,ICMP,56.0,32,"[{'rtt': 6.776901}, {'rtt': 6.915634}, {'rtt': 7.146015}]",0,3,3,6.776901,7.146015,6.946183333333333,1009,1000566,1789353236,Ping,3.68.184.173,ping,240,1789353252
5040,2.4.0,48363129,198.41.0.4,4,198.41.0.4,185.248.199.254,ICMP,53.0,32,"[{'rtt': 29.925191}, {'rtt': 29.37677}, {'rtt': 29.675696}]",0,3,3,29.37677,29.925191,29.659219000000004,1009,1000630,1789353203,Ping,185.248.199.254,ping,240,1789353297
5130,2.6.4,20,198.41.0.4,4,198.41.0.4,10.0.0.129,ICMP,57.0,32,"[{'rtt': 15.561905}, {'rtt': 15.603063}, {'rtt': 16.509347}]",0,3,3,15.561905,16.509347,15.891438333333335,1009,1000640,1789353225,Ping,40.176.128.204,ping,240,1789353255
5080,2.6.2,5,198.41.0.4,4,198.41.0.4,136.144.222.137,ICMP,57.0,32,"[{'rtt': 10.916704}, {'rtt': 1.992193}, {'rtt': 11.005134}]",0,3,3,1.992193,11.005134,7.971343666666667,1009,1000679,1789353189,Ping,136.144.222.137,ping,240,1789353308
5130,2.6.4,34,198.41.0.4,4,198.41.0.4,192.168.0.210,ICMP,54.0,32,"[{'rtt': 24.859496}, {'rtt': 21.208582}, {'rtt': 20.945527}]",0,3,3,20.945527,24.859496,22.337868333333333,1009,1000714,1789353186,Ping,5.231.163.6,ping,240,1789353226
5130,2.6.4,4,198.41.0.4,4,198.41.0.4,192.168.2.3,ICMP,58.0,32,"[{'rtt': 20.107371}, {'rtt': 19.813216}, {'rtt': 19.482977}]",0,3,3,19.482977,20.107371,19.801188,1009,1000730,1789353181,Ping,79.216.175.146,ping,240,1789353227
5110,2.6.4,18,198.41.0.4,4,198.41.0.4,192.168.61.17,ICMP,54.0,32,"[{'rtt': 154.291201}, {'rtt': 153.815586}, {'rtt': 153.697356}]",0,3,3,153.697356,154.291201,153.93471433333335,1009,1000731,1789353192,Ping,190.67.122.102,ping,240,1789353300
5080,2.6.2,2,198.41.0.4,4,198.41.0.4,23.157.112.122,ICMP,57.0,32,"[{'rtt': 3.15547}, {'rtt': 2.819653}, {'rtt': 2.485589}]",0,3,3,2.485589,3.15547,2.8202373333333335,1009,1000748,1789353198,Ping,23.157.112.122,ping,240,1789353258
5080,2.6.2,49,198.41.0.4,4,198.41.0.4,192.168.1.5,ICMP,52.0,32,"[{'rtt': 15.185512}, {'rtt': 15.075291}, {'rtt': 14.836144}]",0,3,3,14.836144,15.185512,15.032315666666667,1009,1000764,1789353189,Ping,90.14.190.103,ping,240,1789353256
5080,2.6.3,8,198.41.0.4,4,198.41.0.4,86.201.144.251,ICMP,53.0,32,"[{'rtt': 20.036214}, {'rtt': 17.648784}, {'rtt': 18.226324}]",0,3,3,17.648784,20.036214,18.637107333333333,1009,1000777,1789353237,Ping,86.201.144.251,ping,240,1789353275
5120,2.6.4,28,198.41.0.4,4,198.41.0.4,172.18.0.2,ICMP,53.0,32,"[{'rtt': 9.941944}, {'rtt': 10.081655}, {'rtt': 9.921324}]",0,3,3,9.921324,10.081655,9.981640999999998,1009,1000806,1789353211,Ping,116.203.49.105,ping,240,1789353243
5080,2.6.3,25,198.41.0.4,4,198.41.0.4,10.37.48.231,ICMP,54.0,32,"[{'rtt': 16.467808}, {'rtt': 16.830308}, {'rtt': 17.75208}]",0,3,3,16.467808,17.75208,17.016732,1009,1000811,1789353226,Ping,176.98.248.23,ping,240,1789353243
5080,2.6.3,52,198.41.0.4,4,198.41.0.4,10.24.14.218,ICMP,55.0,32,"[{'rtt': 23.108156}, {'rtt': 24.487569}, {'rtt': 24.667187}]",0,3,3,23.108156,24.667187,24.087637333333333,1009,1000812,1789353182,Ping,109.164.54.204,ping,240,1789353192
5080,2.6.2,24,198.41.0.4,4,198.41.0.4,10.32.254.238,ICMP,55.0,32,"[{'rtt': 11.628787}, {'rtt': 11.601877}, {'rtt': 11.163627}]",0,3,3,11.163627,11.628787,11.464763666666668,1009,1000818,1789353232,Ping,188.246.199.18,ping,240,1789353264
5130,2.6.4,54,198.41.0.4,4,198.41.0.4,10.0.61.83,ICMP,54.0,32,"[{'rtt': 138.312403}, {'rtt': 138.351844}, {'rtt': 138.273198}]",0,3,3,138.273198,138.351844,138.31248166666668,1009,1000835,1789353213,Ping,140.238.205.157,ping,240,1789353272
5120,2.6.4,10107,198.41.0.4,4,198.41.0.4,172.17.0.234,ICMP,56.0,32,"[{'rtt': 108.880666}, {'rtt': 111.912277}, {'rtt': 110.947466}]",0,3,3,108.880666,111.912277,110.58013633333333,1009,1000852,1789353193,Ping,139.100.205.56,ping,240,1789353299
5040,2.4.1,18,198.41.0.4,4,198.41.0.4,192.168.1.245,ICMP,57.0,20,"[{'rtt': 50.923197}, {'rtt': 50.741119}, {'rtt': 51.6163}]",0,3,3,50.741119,51.6163,51.09353866666667,1009,1000905,1789353184,Ping,81.193.74.155,ping,240,1789353279
5020,2.2.1,61,198.41.0.4,4,198.41.0.4,192.168.20.14,ICMP,57.0,32,"[{'rtt': 58.524777}, {'rtt': 59.382758}, {'rtt': 58.810745}]",0,3,3,58.524777,59.382758,58.90609333333333,1009,1000911,1789353224,Ping,81.193.203.94,ping,240,1789353355
5130,2.6.4,54,198.41.0.4,4,198.41.0.4,192.168.0.151,ICMP,56.0,32,"[{'rtt': 21.200718}, {'rtt': 11.302229}, {'rtt': 17.595627}]",0,3,3,11.302229,21.200718,16.699524666666665,1009,1000928,1789353233,Ping,94.226.224.122,ping,240,1789353242
5080,2.6.3,49,198.41.0.4,4,198.41.0.4,51.171.168.117,ICMP,58.0,32,"[{'rtt': 15.124593}, {'rtt': 15.212315}, {'rtt': 14.621966}]",0,3,3,14.621966,15.212315,14.986291333333334,1009,1000929,1789353183,Ping,51.171.168.117,ping,240,1789353429
5130,2.6.4,24,198.41.0.4,4,198.41.0.4,192.168.1.121,ICMP,55.0,32,"[{'rtt': 42.036736}, {'rtt': 41.348242}, {'rtt': 42.256435}]",0,3,3,41.348242,42.256435,41.880471,1009,1000969,1789353194,Ping,80.72.127.161,ping,240,1789353298
5130,2.6.4,24,198.41.0.4,4,198.41.0.4,45.159.51.5,ICMP,56.0,32,"[{'rtt': 117.669436}, {'rtt': 117.768842}, {'rtt': 117.791252}]",0,3,3,117.669436,117.791252,117.74317666666667,1009,1000986,1789353213,Ping,45.159.51.5,ping,240,1789353360
5120,2.6.4,29,198.41.0.4,4,198.41.0.4,10.50.0.12,ICMP,54.0,32,"[{'rtt': 19.082761}, {'rtt': 16.948532}, {'rtt': 18.735662}]",0,3,3,16.948532,19.082761,18.25565166666667,1009,1001052,1789353228,Ping,71.193.240.10,ping,240,1789353309
5120,2.6.4,33,198.41.0.4,4,198.41.0.4,10.10.0.16,ICMP,56.0,32,"[{'rtt': 27.555244}, {'rtt': 28.372451}, {'rtt': 27.75299}]",0,3,3,27.555244,28.372451,27.893561666666667,1009,1001084,1789353191,Ping,81.217.7.18,ping,240,1789353289
5080,2.6.2,31,198.41.0.4,4,198.41.0.4,192.168.0.150,ICMP,55.0,20,"[{'rtt': 38.504067}, {'rtt': 34.59427}, {'rtt': 34.3213}]",0,3,3,34.3213,38.504067,35.806545666666665,1009,1001131,1789353184,Ping,91.66.96.139,ping,240,1789353277
5080,2.6.2,38,198.41.0.4,4,198.41.0.4,91.206.3.9,ICMP,58.0,32,"[{'rtt': 50.218731}, {'rtt': 50.588712}, {'rtt': 50.657835}]",0,3,3,50.218731,50.657835,50.488426000000004,1009,1001139,1789353190,Ping,91.206.3.9,ping,240,1789353273
5080,2.4.0,53,198.41.0.4,4,198.41.0.4,192.168.20.8,ICMP,52.0,20,"[{'rtt': 13.708473}, {'rtt': 13.970462}, {'rtt': 13.889465}]",0,3,3,13.708473,13.970462,13.856133333333332,1009,1001181,1789353189,Ping,70.134.61.176,ping,240,1789353255
5040,2.4.1,33,198.41.0.4,4,198.41.0.4,192.168.1.221,ICMP,56.0,32,"[{'rtt': 8.707169}, {'rtt': 9.119759}, {'rtt': 8.472263}]",0,3,3,8.472263,9.119759,8.766397,1009,1001204,1789353195,Ping,100.36.159.156,ping,240,1789353290
5080,2.6.2,284,198.41.0.4,4,198.41.0.4,103.1.187.117,ICMP,54.0,32,"[{'rtt': 167.192596}, {'rtt': 166.683922}, {'rtt': 166.628553}]",0,3,3,166.628553,167.192596,166.83502366666667,1009,1001217,1789353217,Ping,103.1.187.117,ping,240,1789353289
5130,2.6.4,57,198.41.0.4,4,198.41.0.4,192.168.0.14,ICMP,56.0,32,"[{'rtt': 47.118718}, {'rtt': 46.476321}, {'rtt': 46.764811}]",0,3,3,46.476321,47.118718,46.78661666666667,1009,1001231,1789353181,Ping,2.84.237.150,ping,240,1789353257
5110,2.6.4,38,198.41.0.4,4,198.41.0.4,192.168.7.253,ICMP,51.0,32,"[{'rtt': 207.592882}, {'rtt': 207.872515}, {'rtt': 207.82422}]",0,3,3,207.592882,207.872515,207.76320566666666,1009,1001236,1789353184,Ping,181.43.200.128,ping,240,1789353255
5120,2.6.4,4,198.41.0.4,4,198.41.0.4,165.22.185.73,ICMP,58.0,32,"[{'rtt': 2.184997}, {'rtt': 1.979525}, {'rtt': 1.470805}]",0,3,3,1.470805,2.184997,1.8784423333333333,1009,1001245,1789353216,Ping,165.22.185.73,ping,240,1789353268
5020,2.2.1,26,198.41.0.4,4,198.41.0.4,172.17.0.2,ICMP,52.0,32,"[{'rtt': 5.400108}, {'rtt': 5.085077}, {'rtt': 4.674437}]",0,3,3,4.674437,5.400108,5.053207333333334,1009,1001341,1789353202,Ping,37.187.122.221,ping,240,1789353358
5020,2.2.1,26,198.41.0.4,4,198.41.0.4,128.199.142.29,ICMP,58.0,32,"[{'rtt': 1.129278}, {'rtt': 0.704155}, {'rtt': 0.724927}]",0,3,3,0.704155,1.129278,0.8527866666666667,1009,1001407,1789353215,Ping,128.199.142.29,ping,240,1789353245
5120,2.6.4,5482322,198.41.0.4,4,198.41.0.4,80.77.27.255,ICMP,58.0,32,"[{'rtt': 19.330286}, {'rtt': 22.408777}, {'rtt': 22.420476}]",0,3,3,19.330286,22.420476,21.386512999999997,1009,1001414,1789353197,Ping,80.77.27.255,ping,240,1789353364
5040,2.5.1,36,198.41.0.4,4,198.41.0.4,172.17.0.2,ICMP,52.0,32,"[{'rtt': 26.741644}, {'rtt': 26.43539}, {'rtt': 25.932774}]",0,3,3,25.932774,26.741644,26.369936,1009,1001472,1789353227,Ping,77.3.208.60,ping,240,1789353259
5020,2.2.1,18,198.41.0.4,4,198.41.0.4,192.168.2.227,ICMP,54.0,20,"[{'rtt': 123.007846}, {'rtt': 122.337858}, {'rtt': 122.383704}]",0,3,3,122.337858,123.007846,122.57646933333335,1009,1001479,1789353226,Ping,103.108.57.52,ping,240,1789353263
5080,2.6.2,28,198.41.0.4,4,198.41.0.4,172.19.0.2,ICMP,55.0,20,"[{'rtt': 55.372026}, {'rtt': 55.226454}, {'rtt': 55.436452}]",0,3,3,55.226454,55.436452,55.34497733333333,1009,1001487,1789353181,Ping,85.74.183.86,ping,240,1789353203
5120,2.6.4,54,198.41.0.4,4,198.41.0.4,192.168.4.30,ICMP,58.0,32,"[{'rtt': 15.599335}, {'rtt': 14.55398}, {'rtt': 14.35763}]",0,3,3,14.35763,15.599335,14.836981666666667,1009,1001515,1789353231,Ping,188.64.38.101,ping,240,1789353300
5130,2.6.4,11,198.41.0.4,4,198.41.0.4,149.154.155.137,ICMP,57.0,32,"[{'rtt': 17.458325}, {'rtt': 17.791095}, {'rtt': 17.757262}]",0,3,3,17.458325,17.791095,17.668893999999998,1009,1001595,1789353198,Ping,149.154.155.137,ping,240,1789353249
5120,2.6.4,61,198.41.0.4,4,198.41.0.4,94.198.139.114,ICMP,51.0,32,"[{'rtt': 25.823755}, {'rtt': 24.977923}, {'rtt': 25.341266}]",0,3,3,24.977923,25.823755,25.380981333333335,1009,1001596,1789353193,Ping,94.198.139.114,ping,240,1789353253
5130,2.6.4,32,198.41.0.4,4,198.41.0.4,172.20.0.66,ICMP,56.0,32,"[{'rtt': 28.66522}, {'rtt': 28.989789}, {'rtt': 28.69712}]",0,3,3,28.66522,28.989789,28.784043,1009,1001622,1789353187,Ping,41.66.71.43,ping,240,1789353286
5080,2.6.2,45,198.41.0.4,4,198.41.0.4,172.16.15.28,ICMP,54.0,32,"[{'rtt': 26.646355}, {'rtt': 19.773259}, {'rtt': 22.975483}]",0,3,3,19.773259,26.646355,23.131698999999998,1009,1001656,1789353190,Ping,46.7.68.11,ping,240,1789353257
5020,2.2.1,33,198.41.0.4,4,198.41.0.4,172.17.0.2,ICMP,55.0,32,"[{'rtt': 62.018711}, {'rtt': 61.605194}, {'rtt': 61.26215}]",0,3,3,61.26215,62.018711,61.628685,1009,1001660,1789353232,Ping,83.243.73.91,ping,240,1789353271
5080,2.6.2,30,198.41.0.4,4,198.41.0.4,172.18.0.2,ICMP,53.0,20,"[{'rtt': 27.608071}, {'rtt': 26.439303}, {'rtt': 26.347155}]",0,3,3,26.347155,27.608071,26.798176333333334,1009,1001777,1789353239,Ping,66.253.136.78,ping,240,1789353250
5080,2.6.2,45,198.41.0.4,4,198.41.0.4,192.168.1.150,ICMP,59.0,20,"[{'rtt': 17.907659}, {'rtt': 17.397814}, {'rtt': 17.763075}]",0,3,3,17.397814,17.907659,17.689516,1009,1001862,1789353217,Ping,82.65.45.49,ping,240,1789353280
5130,2.6.4,65,198.41.0.4,4,198.41.0.4,103.254.153.23,ICMP,59.0,32,"[{'rtt': 0.915358}, {'rtt': 0.965884}, {'rtt': 1.392876}]",0,3,3,0.915358,1.392876,1.0913726666666665,1009,1002026,1789353210,Ping,103.254.153.23,ping,240,1789353258
5130,2.6.4,4,198.41.0.4,4,198.41.0.4,23.104.12.207,ICMP,57.0,32,"[{'rtt': 1.035155}, {'rtt': 0.970529}, {'rtt': 0.870562}]",0,3,3,0.870562,1.035155,0.9587486666666667,1009,1002029,1789353210,Ping,23.104.12.207,ping,240,1789353281
5130,2.6.4,16,198.41.0.4,4,198.41.0.4,23.105.67.239,ICMP,59.0,32,"[{'rtt': 0.622159}, {'rtt': 1.453718}, {'rtt': 0.510456}]",0,3,3,0.510456,1.453718,0.8621110000000001,1009,1002030,1789353236,Ping,23.105.67.239,ping,240,1789353264
5130,2.6.4,16,198.41.0.4,4,198.41.0.4,23.83.128.14,ICMP,56.0,32,"[{'rtt': 11.050379}, {'rtt': 11.013632}, {'rtt': 11.184856}]",0,3,3,11.013632,11.184856,11.082955666666669,1009,1002031,1789353225,Ping,23.83.128.14,ping,240,1789353281
5130,2.6.4,22,198.41.0.4,4,198.41.0.4,23.105.140.207,ICMP,56.0,32,"[{'rtt': 1.96239}, {'rtt': 1.886675}, {'rtt': 1.492248}]",0,3,3,1.492248,1.96239,1.7804376666666668,1009,1002032,1789353182,Ping,23.105.140.207,ping,240,1789353218
5080,2.6.2,43,198.41.0.4,4,198.41.0.4,82.165.106.15,ICMP,50.0,32,"[{'rtt': 15.045716}, {'rtt': 15.233518}, {'rtt': 15.071154}]",0,3,3,15.045716,15.233518,15.116796,1009,1002071,1789353236,Ping,82.165.106.15,ping,240,1789353365
5130,2.6.4,2,198.41.0.4,4,198.41.0.4,10.0.0.100,ICMP,56.0,32,"[{'rtt': 12.033744}, {'rtt': 11.951382}, {'rtt': 13.012435}]",0,3,3,11.951382,13.012435,12.332520333333335,1009,1002072,1789353191,Ping,92.5.14.217,ping,240,1789353260
5080,2.6.2,69,198.41.0.4,4,198.41.0.4,195.90.208.146,ICMP,58.0,32,"[{'rtt': 8.10564}, {'rtt': 7.196775}, {'rtt': 7.121885}]",0,3,3,7.121885,8.10564,7.474766666666667,1009,1002094,1789353217,Ping,195.90.208.146,ping,240,1789353284
5080,2.6.3,30,198.41.0.4,4,198.41.0.4,192.168.1.2,ICMP,56.0,32,"[{'rtt': 21.215257}, {'rtt': 20.618044}, {'rtt': 19.684898}]",0,3,3,19.684898,21.215257,20.506066333333337,1009,1002138,1789353219,Ping,194.212.226.6,ping,240,1789353254
5080,2.6.2,394,198.41.0.4,4,198.41.0.4,163.47.131.232,ICMP,50.0,32,"[{'rtt': 142.674344}, {'rtt': 142.816884}, {'rtt': 142.439271}]",0,3,3,142.439271,142.816884,142.64349966666666,1009,1002139,1789353229,Ping,163.47.131.232,ping,240,1789353254
5130,2.6.4,39,198.41.0.4,4,198.41.0.4,172.18.0.2,ICMP,58.0,32,"[{'rtt': 0.61238}, {'rtt': 0.572088}, {'rtt': 0.621119}]",0,3,3,0.572088,0.621119,0.6018623333333334,1009,1002178,1789353228,Ping,23.94.217.17,ping,240,1789353304
5080,2.6.3,28,198.41.0.4,4,198.41.0.4,212.233.46.246,ICMP,59.0,32,"[{'rtt': 10.407895}, {'rtt': 10.921255}, {'rtt': 9.538041}]",0,3,3,9.538041,10.921255,10.289063666666665,1009,1002183,1789353209,Ping,212.233.46.246,ping,240,1789353366
5080,2.6.2,11,198.41.0.4,4,198.41.0.4,44.32.70.253,ICMP,58.0,32,"[{'rtt': 41.032274}, {'rtt': 43.821143}, {'rtt': 41.35227}]",0,3,3,41.032274,43.821143,42.06856233333334,1009,1002205,1789353221,Ping,44.32.70.253,ping,240,1789353271
5080,2.6.2,50,198.41.0.4,4,198.41.0.4,185.176.153.198,ICMP,58.0,32,"[{'rtt': 16.63317}, {'rtt': 17.675007}, {'rtt': 17.847924}]",0,3,3,16.63317,17.847924,17.385367,1009,1002216,1789353199,Ping,185.176.153.198,ping,240,1789353280
5130,2.6.4,29,198.41.0.4,4,198.41.0.4,150.107.75.182,ICMP,57.0,32,"[{'rtt': 207.703876}, {'rtt': 207.761936}, {'rtt': 207.701693}]",0,3,3,207.701693,207.761936,207.72250166666666,1009,1002217,1789353188,Ping,150.107.75.182,ping,240,1789353289
5080,2.6.2,35,198.41.0.4,4,198.41.0.4,172.18.0.3,ICMP,53.0,32,"[{'rtt': 21.263444}, {'rtt': 14.997669}, {'rtt': 10.707338}]",0,3,3,10.707338,21.263444,15.656150333333335,1009,1002261,1789353236,Ping,72.226.115.81,ping,240,1789353270
5080,2.6.2,38,198.41.0.4,4,198.41.0.4,218.189.31.86,ICMP,58.0,32,"[{'rtt': 36.093158}, {'rtt': 36.153081}, {'rtt': 36.005409}]",0,3,3,36.005409,36.153081,36.08388266666667,1009,1002277,1789353200,Ping,218.189.31.86,ping,240,1789353283
5080,2.6.3,53,198.41.0.4,4,198.41.0.4,10.0.0.169,ICMP,56.0,32,"[{'rtt': 12.048872}, {'rtt': 12.211869}, {'rtt': 12.002272}]",0,3,3,12.002272,12.211869,12.087671,1009,1002282,1789353209,Ping,138.2.179.140,ping,240,1789353280
5020,2.2.1,33,198.41.0.4,4,198.41.0.4,141.24.47.117,ICMP,56.0,32,"[{'rtt': 14.143861}, {'rtt': 13.858151}, {'rtt': 13.932128}]",0,3,3,13.858151,14.143861,13.978046666666666,1009,1002314,1789353228,Ping,141.24.47.117,ping,240,1789353264
5080,2.6.2,54,198.41.0.4,4,198.41.0.4,10.83.220.217,ICMP,52.0,32,"[{'rtt': 18.287488}, {'rtt': 17.314406}, {'rtt': 17.45576}]",0,3,3,17.314406,18.287488,17.685884666666666,1009,1002317,1789353187,Ping,185.220.100.129,ping,240,1789353255
5020,2.2.1,32,198.41.0.4,4,198.41.0.4,172.17.0.2,ICMP,249.0,32,"[{'rtt': 3.744771}, {'rtt': 3.862396}, {'rtt': 8.796736}]",0,3,3,3.744771,8.796736,5.467967666666667,1009,1002404,1789353193,Ping,91.201.164.33,ping,240,1789353591
